Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2019-01-31 10:46:16;1548953176.453409;faceUp;0.001129150390625;-0.3601226806640625;-1.023345947265625;library 
2019-01-31 10:46:16;1548953176.4717932;faceUp;-0.0033721923828125;-0.3903350830078125;-0.90380859375;library 
2019-01-31 10:46:16;1548953176.484467;faceUp;0.0029449462890625;-0.388214111328125;-0.992645263671875;library 
2019-01-31 10:46:16;1548953176.487814;faceUp;-0.0120391845703125;-0.38525390625;-0.86767578125;library 
2019-01-31 10:46:16;1548953176.50312;faceUp;0.0033111572265625;-0.3687591552734375;-0.9311981201171875;library 
2019-01-31 10:46:16;1548953176.54323;faceUp;0.001129150390625;-0.3779296875;-0.9276580810546875;library 
2019-01-31 10:46:16;1548953176.583303;faceUp;0.0155029296875;-0.398468017578125;-0.93426513671875;library 
2019-01-31 10:46:16;1548953176.6238708;faceUp;-0.01806640625;-0.3398284912109375;-0.954437255859375;library 
2019-01-31 10:46:16;1548953176.663244;faceUp;0.001678466796875;-0.3830413818359375;-0.93121337890625;library 
2019-01-31 10:46:16;1548953176.703339;faceUp;-0.00115966796875;-0.3702392578125;-0.9763336181640625;library 
2019-01-31 10:46:16;1548953176.743252;faceUp;-0.025848388671875;-0.35577392578125;-0.92236328125;library 
2019-01-31 10:46:16;1548953176.783125;faceUp;0.012664794921875;-0.37353515625;-0.9680328369140625;library 
2019-01-31 10:46:16;1548953176.8231049;faceUp;-0.001617431640625;-0.3798370361328125;-0.891937255859375;library 
2019-01-31 10:46:16;1548953176.863169;faceUp;0.013092041015625;-0.3683624267578125;-0.9639739990234375;library 
2019-01-31 10:46:16;1548953176.902981;faceUp;0.0018310546875;-0.3847808837890625;-0.9126739501953125;library 
2019-01-31 10:46:16;1548953176.943027;faceUp;0.0008392333984375;-0.374176025390625;-0.9329681396484375;library 
2019-01-31 10:46:16;1548953176.983002;faceUp;0.0005950927734375;-0.3700408935546875;-0.9312744140625;library 
2019-01-31 10:46:16;1548953177.02304;faceUp;0.0158843994140625;-0.385894775390625;-0.8729248046875;library 
2019-01-31 10:46:16;1548953177.063014;faceUp;0.0488128662109375;-0.38897705078125;-0.9587249755859375;library 
2019-01-31 10:46:16;1548953177.103059;faceUp;0.0294647216796875;-0.40777587890625;-0.914031982421875;library 
2019-01-31 10:46:16;1548953177.143018;faceUp;0.018310546875;-0.4193572998046875;-0.873382568359375;library 
2019-01-31 10:46:16;1548953177.183006;faceUp;0.0486602783203125;-0.42230224609375;-0.9677734375;library 
2019-01-31 10:46:16;1548953177.22301;faceUp;0.0209197998046875;-0.4257049560546875;-0.8853302001953125;library 
2019-01-31 10:46:16;1548953177.262969;faceUp;0.0408935546875;-0.4008026123046875;-0.9448089599609375;library 
2019-01-31 10:46:16;1548953177.3030171;faceUp;0.0173492431640625;-0.3808441162109375;-0.934600830078125;library 
2019-01-31 10:46:16;1548953177.342694;faceUp;0.026947021484375;-0.4046478271484375;-0.9176025390625;library 
2019-01-31 10:46:16;1548953177.382945;faceUp;0.0063934326171875;-0.378509521484375;-0.913116455078125;library 
2019-01-31 10:46:16;1548953177.42293;faceUp;0.02813720703125;-0.40478515625;-0.9289703369140625;library 
2019-01-31 10:46:16;1548953177.4628348;faceUp;0.02520751953125;-0.4140167236328125;-0.9499664306640625;library 
2019-01-31 10:46:16;1548953177.502852;faceUp;0.020294189453125;-0.4159698486328125;-0.9150543212890625;library 
2019-01-31 10:46:16;1548953177.5428061;faceUp;0.0175628662109375;-0.403106689453125;-0.9512939453125;library 
2019-01-31 10:46:16;1548953177.5828218;faceUp;0.0032196044921875;-0.3977813720703125;-0.921539306640625;library 
2019-01-31 10:46:16;1548953177.6226292;faceUp;0.01611328125;-0.4082183837890625;-0.9008636474609375;library 
2019-01-31 10:46:16;1548953177.662723;faceUp;0.004425048828125;-0.3724517822265625;-0.947723388671875;library 
2019-01-31 10:46:16;1548953177.7026181;faceUp;-0.002593994140625;-0.3885955810546875;-0.918182373046875;library 
2019-01-31 10:46:16;1548953177.742696;faceUp;0.0052490234375;-0.402923583984375;-0.8686065673828125;library 
2019-01-31 10:46:16;1548953177.782522;faceUp;-0.016571044921875;-0.3623809814453125;-0.934844970703125;library 
2019-01-31 10:46:16;1548953177.8225021;faceUp;0.0151519775390625;-0.4125823974609375;-0.934600830078125;library 
2019-01-31 10:46:16;1548953177.862459;faceUp;0.01092529296875;-0.406982421875;-0.9145050048828125;library 
2019-01-31 10:46:16;1548953177.902605;faceUp;0.010986328125;-0.3856658935546875;-0.96087646484375;library 
2019-01-31 10:46:16;1548953177.942574;faceUp;0.0191192626953125;-0.3922882080078125;-0.9637603759765625;library 
2019-01-31 10:46:16;1548953177.982542;faceUp;0.001373291015625;-0.3853302001953125;-0.9124908447265625;library 
2019-01-31 10:46:16;1548953178.0225139;faceUp;0.0058746337890625;-0.3728485107421875;-0.938690185546875;library 
2019-01-31 10:46:16;1548953178.062263;faceUp;-0.00164794921875;-0.36822509765625;-0.9231414794921875;library 
2019-01-31 10:46:16;1548953178.1025229;faceUp;0.0023956298828125;-0.383941650390625;-0.9217681884765625;library 
2019-01-31 10:46:16;1548953178.1424441;faceUp;0.0060882568359375;-0.3790130615234375;-0.937591552734375;library 
2019-01-31 10:46:16;1548953178.182373;faceUp;-0.0039825439453125;-0.3653717041015625;-0.945068359375;library 
2019-01-31 10:46:16;1548953178.222344;faceUp;0.0123748779296875;-0.3897247314453125;-0.9324798583984375;library 
2019-01-31 10:46:16;1548953178.262226;faceUp;-0.01153564453125;-0.3843536376953125;-0.928253173828125;library 
2019-01-31 10:46:16;1548953178.302349;faceUp;-0.00091552734375;-0.3670501708984375;-0.955291748046875;library 
2019-01-31 10:46:16;1548953178.342268;faceUp;0.031646728515625;-0.3951263427734375;-0.9318389892578125;library 
2019-01-31 10:46:16;1548953178.382317;faceUp;0.011566162109375;-0.37860107421875;-0.915985107421875;library 
2019-01-31 10:46:16;1548953178.4222388;faceUp;0.002838134765625;-0.3598785400390625;-0.9327545166015625;library 
2019-01-31 10:46:16;1548953178.462235;faceUp;-1.52587890625e-05;-0.3773193359375;-0.9255218505859375;library 
2019-01-31 10:46:16;1548953178.502229;faceUp;-0.0157623291015625;-0.37451171875;-0.9203338623046875;library 
2019-01-31 10:46:16;1548953178.5421991;faceUp;0.00433349609375;-0.3765411376953125;-0.946624755859375;library 
2019-01-31 10:46:16;1548953178.5821671;faceUp;0.0034637451171875;-0.3830108642578125;-0.9268951416015625;library 
2019-01-31 10:46:16;1548953178.6221619;faceUp;0.004913330078125;-0.388427734375;-0.9078826904296875;library 
2019-01-31 10:46:16;1548953178.6619802;faceUp;0.0060882568359375;-0.380889892578125;-0.933135986328125;library 
2019-01-31 10:46:16;1548953178.702083;faceUp;0.0012054443359375;-0.384246826171875;-0.9227752685546875;library 
2019-01-31 10:46:16;1548953178.741928;faceUp;0.0044403076171875;-0.381378173828125;-0.934051513671875;library 
2019-01-31 10:46:16;1548953178.782058;faceUp;0.008514404296875;-0.3794708251953125;-0.929779052734375;library 
2019-01-31 10:46:16;1548953178.8220282;faceUp;0.0049896240234375;-0.3651275634765625;-0.9319305419921875;library 
2019-01-31 10:46:16;1548953178.861759;faceUp;0.0149078369140625;-0.37109375;-0.929443359375;library 
2019-01-31 10:46:16;1548953178.901911;faceUp;-0.015594482421875;-0.377227783203125;-0.8974761962890625;library 
2019-01-31 10:46:16;1548953178.941975;faceUp;0.0062103271484375;-0.3797149658203125;-0.9295654296875;library 
2019-01-31 10:46:16;1548953178.981926;faceUp;0.0124664306640625;-0.3764495849609375;-0.93719482421875;library 
2019-01-31 10:46:16;1548953179.021999;faceUp;0.00848388671875;-0.381500244140625;-0.934417724609375;library 
2019-01-31 10:46:16;1548953179.062252;faceUp;0.021392822265625;-0.359649658203125;-0.95416259765625;library 
2019-01-31 10:46:16;1548953179.1017818;faceUp;0.0150604248046875;-0.37725830078125;-0.9387664794921875;library 
2019-01-31 10:46:16;1548953179.1418118;faceUp;0.0039520263671875;-0.3551177978515625;-0.9489898681640625;library 
2019-01-31 10:46:16;1548953179.1818562;faceUp;0.0221099853515625;-0.3436431884765625;-0.97015380859375;library 
2019-01-31 10:46:16;1548953179.221798;faceUp;0.0184173583984375;-0.3525390625;-0.9300537109375;library 
2019-01-31 10:46:16;1548953179.261736;faceUp;-0.0090789794921875;-0.3387298583984375;-0.9404449462890625;library 
2019-01-31 10:46:16;1548953179.301724;faceUp;-0.0058441162109375;-0.3448486328125;-0.9325408935546875;library 
2019-01-31 10:46:16;1548953179.3416882;faceUp;-0.0001220703125;-0.3470611572265625;-0.927490234375;library 
2019-01-31 10:46:16;1548953179.381668;faceUp;-0.009552001953125;-0.334808349609375;-0.9716339111328125;library 
2019-01-31 10:46:16;1548953179.421653;faceUp;0.0062408447265625;-0.3465118408203125;-0.9403076171875;library 
2019-01-31 10:46:16;1548953179.46175;faceUp;0.0216522216796875;-0.38311767578125;-0.9260406494140625;library 
2019-01-31 10:46:16;1548953179.501503;faceUp;0.011383056640625;-0.3582000732421875;-0.9749298095703125;library 
2019-01-31 10:46:16;1548953179.541604;faceUp;0.0128021240234375;-0.3703155517578125;-0.9192352294921875;library 
2019-01-31 10:46:16;1548953179.581541;faceUp;0.0214996337890625;-0.3874053955078125;-0.925079345703125;library 
2019-01-31 10:46:16;1548953179.621544;faceUp;0.007598876953125;-0.340667724609375;-0.990020751953125;library 
2019-01-31 10:46:16;1548953179.661706;faceUp;0.0089263916015625;-0.34368896484375;-0.9443511962890625;library 
2019-01-31 10:46:16;1548953179.7013512;faceUp;0.032806396484375;-0.361785888671875;-0.940582275390625;library 
2019-01-31 10:46:16;1548953179.7414489;faceUp;-0.0011749267578125;-0.3465118408203125;-0.937744140625;library 
2019-01-31 10:46:16;1548953179.781384;faceUp;0.0128936767578125;-0.3446197509765625;-0.9471282958984375;library 
2019-01-31 10:46:16;1548953179.8214169;faceUp;0.0046539306640625;-0.35125732421875;-0.9622344970703125;library 
2019-01-31 10:46:16;1548953179.861459;faceUp;-0.0086669921875;-0.3478851318359375;-0.9362945556640625;library 
2019-01-31 10:46:16;1548953179.901403;faceUp;0.0084075927734375;-0.34454345703125;-0.966400146484375;library 
2019-01-31 10:46:16;1548953179.941338;faceUp;-0.009307861328125;-0.3358154296875;-0.943939208984375;library 
2019-01-31 10:46:16;1548953179.981317;faceUp;0.0011138916015625;-0.3375701904296875;-0.9399261474609375;library 
2019-01-31 10:46:16;1548953180.021287;faceUp;0.00311279296875;-0.3510284423828125;-0.937591552734375;library 
2019-01-31 10:46:16;1548953180.061154;faceUp;0.002471923828125;-0.3543548583984375;-0.923614501953125;library 
2019-01-31 10:46:16;1548953180.101266;faceUp;0.020233154296875;-0.3618011474609375;-0.9512786865234375;library 
2019-01-31 10:46:16;1548953180.141228;faceUp;-0.0013580322265625;-0.349365234375;-0.9397125244140625;library 
2019-01-31 10:46:16;1548953180.1811972;faceUp;0.00128173828125;-0.347564697265625;-0.93896484375;library 
2019-01-31 10:46:16;1548953180.2211618;faceUp;0.0077667236328125;-0.339874267578125;-0.96807861328125;library 
2019-01-31 10:46:16;1548953180.2611752;faceUp;0.0030517578125;-0.34039306640625;-0.9458770751953125;library 
2019-01-31 10:46:16;1548953180.3011;faceUp;0.0266265869140625;-0.3599395751953125;-0.9449920654296875;library 
